,ResultId,RaceId,Year,GP,CircuitId,DriverId,ConstructorId,Constructor Name,Driver Name,Circuit,Final position,DNF,Fastest Lap Rank,Grid position,Average pace,Q1,Q2,Q3,Qualifying position,Victories,Drivers points,Constructors points,Constructors victories,Start from Pitlane,Total gained/lost positions,Index DNF/Driver,Index DNF/Constructor,Average Lost laps,Circuit Speed,Result_Race-1,Result_Race-2,Result_Race-3,Result_Race-4,Result_Race-5
473,23474.0,973,2017,5,4,840,3,Williams,Stroll,catalunya,16.0,0.0,16,18.0,90529.96875,1:22.411,\N,\N,18.0,0,0.0,4.5,0,0,-11.0,0.8,0.7,0.25,193.0,11.0,17.0,20.0,16.0,10.0
413,23475.0,973,2017,5,4,822,131,Mercedes,Bottas,catalunya,17.0,1.0,5,3.0,89522.13157894737,1:20.991,1:20.300,1:19.373,3.0,1,15.75,34.0,3,0,-3.0,0.2,0.1,0.0,193.0,1.0,3.0,6.0,3.0,10.0
484,23476.0,973,2017,5,4,838,1,McLaren,Vandoorne,catalunya,18.0,1.0,18,20.0,90436.8125,1:22.532,\N,\N,19.0,0,0.0,0.0,0,0,5.0,1.2,1.4,0.75,193.0,14.0,20.0,18.0,13.0,10.0
432,23477.0,973,2017,5,4,830,9,Red Bull,Verstappen,catalunya,19.0,1.0,0,5.0,160999.0,1:21.430,1:20.722,1:19.706,5.0,0,8.75,14.25,0,0,3.0,1.4,1.3,0.0,193.0,5.0,18.0,3.0,5.0,10.0
381,23478.0,973,2017,5,4,8,6,Ferrari,Räikkönen,catalunya,20.0,1.0,0,4.0,,1:20.742,1:20.621,1:19.439,4.0,0,12.25,33.75,2,0,-1.0,0.6,0.5,0.0,193.0,3.0,4.0,5.0,4.0,10.0
500,23479.0,974,2017,6,6,20,6,Ferrari,Vettel,monaco,1.0,0.0,2,2.0,80568.46153846153,1:13.090,1:12.449,1:12.221,2.0,3,20.8,30.6,3,0,2.0,0.5,0.625,0.0,153.0,2.0,2.0,1.0,2.0,1.0
501,23480.0,974,2017,6,6,8,6,Ferrari,Räikkönen,monaco,2.0,0.0,3,1.0,80608.78205128205,1:13.117,1:12.231,1:12.178,1.0,0,9.8,30.6,3,0,-17.0,0.75,0.625,0.0,153.0,20.0,3.0,4.0,5.0,4.0
543,23481.0,974,2017,6,6,817,9,Red Bull,Ricciardo,monaco,3.0,0.0,4,5.0,80616.47435897436,1:13.219,1:13.011,1:12.998,5.0,0,7.4,14.4,0,0,-5.0,1.5,1.625,0.0,153.0,3.0,17.0,5.0,4.0,17.0
527,23482.0,974,2017,6,6,822,131,Mercedes,Bottas,monaco,4.0,0.0,9,3.0,80639.19230769231,1:13.325,1:12.901,1:12.223,3.0,1,12.6,32.2,3,0,-17.0,0.25,0.125,0.0,153.0,17.0,1.0,3.0,6.0,3.0
542,23483.0,974,2017,6,6,830,9,Red Bull,Verstappen,monaco,5.0,0.0,8,4.0,80647.93589743589,1:13.078,1:12.697,1:12.496,4.0,0,7.0,14.4,0,0,-11.0,1.75,1.625,0.0,153.0,19.0,5.0,18.0,3.0,5.0
520,23484.0,974,2017,6,6,832,5,Toro Rosso,Sainz,monaco,6.0,0.0,14,6.0,80722.79487179487,1:13.526,1:13.397,1:13.162,6.0,0,3.4,4.2,0,0,13.0,2.0,1.5,0.6,153.0,7.0,10.0,16.0,7.0,8.0
526,23485.0,974,2017,6,6,1,131,Mercedes,Hamilton,monaco,7.0,0.0,5,13.0,80771.03846153847,1:13.640,1:14.106,\N,14.0,2,19.6,32.2,3,0,-1.0,0.0,0.125,0.0,153.0,1.0,4.0,2.0,1.0,2.0
591,23486.0,974,2017,6,6,154,210,Haas F1 Team,Grosjean,monaco,8.0,0.0,18,8.0,80801.15384615384,1:13.786,1:13.203,1:13.349,8.0,0,1.0,1.8,0,0,-1.0,0.75,1.0,0.4,153.0,10.0,19.0,8.0,11.0,20.0
574,23487.0,974,2017,6,6,13,3,Williams,Massa,monaco,9.0,0.0,12,14.0,80817.7564102564,1:13.796,1:20.529,\N,15.0,0,3.6,3.6,0,0,-12.0,0.5263157894736842,0.875,0.8,153.0,13.0,9.0,6.0,14.0,6.0
590,23488.0,974,2017,6,6,825,210,Haas F1 Team,Magnussen,monaco,10.0,0.0,7,11.0,80843.3717948718,1:13.531,1:13.959,\N,13.0,0,0.8,1.8,0,0,4.0,1.25,1.0,0.8,153.0,14.0,13.0,19.0,8.0,15.0
583,23489.0,974,2017,6,6,835,4,Renault,Palmer,monaco,11.0,0.0,13,16.0,80859.96153846153,1:14.696,\N,\N,17.0,0,0.0,2.8,0,0,4.0,1.5625,1.625,0.8,153.0,15.0,18.0,13.0,13.0,19.0
569,23490.0,974,2017,6,6,839,10,Force India,Ocon,monaco,12.0,0.0,10,15.0,80872.6282051282,1:14.101,\N,\N,16.0,0,3.8,10.6,0,0,22.0,0.25,0.25,0.6,153.0,5.0,7.0,10.0,10.0,10.0
568,23491.0,974,2017,6,6,815,10,Force India,Pérez,monaco,13.0,0.0,1,7.0,81069.60256410256,1:13.530,1:13.430,1:13.329,7.0,0,6.8,10.6,0,0,20.0,0.25,0.25,0.6,153.0,4.0,6.0,7.0,9.0,7.0
521,23492.0,974,2017,6,6,826,5,Toro Rosso,Kvyat,monaco,14.0,0.0,11,9.0,81077.21126760563,1:13.899,1:13.516,\N,11.0,0,0.8,4.2,0,0,1.0,1.3333333333333333,1.5,0.8,153.0,9.0,12.0,12.0,17.0,9.0
575,23493.0,974,2017,6,6,840,3,Williams,Stroll,monaco,15.0,0.0,6,17.0,81436.81690140846,1:14.893,\N,\N,18.0,0,0.0,3.6,0,0,-9.0,1.0,0.875,0.6,153.0,16.0,11.0,17.0,20.0,16.0
586,23494.0,974,2017,6,6,838,1,McLaren,Vandoorne,monaco,16.0,1.0,15,12.0,81080.56060606061,1:13.476,1:13.249,\N,10.0,0,0.0,0.0,0,0,7.0,1.5,1.75,0.6,153.0,18.0,14.0,20.0,18.0,13.0
584,23495.0,974,2017,6,6,828,15,Sauber,Ericsson,monaco,17.0,1.0,16,19.0,81110.57142857143,1:15.276,\N,\N,20.0,0,0.0,0.8,0,0,7.0,1.5,1.25,0.8,153.0,11.0,15.0,15.0,15.0,18.0
587,23496.0,974,2017,6,6,18,1,McLaren,Button,monaco,18.0,1.0,17,20.0,79891.47368421052,1:13.723,1:13.453,1:13.613,9.0,0,0.0,0.0,0,0,0.0,5.0,1.75,0.0,153.0,10.0,10.0,10.0,10.0,10.0
585,23497.0,974,2017,6,6,836,15,Sauber,Wehrlein,monaco,19.0,1.0,20,18.0,79855.15789473684,1:15.159,\N,\N,19.0,0,0.8,0.8,0,0,10.0,0.8333333333333333,1.25,0.8,153.0,8.0,16.0,11.0,10.0,10.0
582,23498.0,974,2017,6,6,807,4,Renault,Hülkenberg,monaco,20.0,1.0,19,10.0,79337.86666666667,1:13.787,1:13.628,\N,12.0,0,2.8,2.8,0,0,0.0,1.5,1.625,0.6,153.0,6.0,8.0,9.0,12.0,11.0
620,23499.0,975,2017,7,7,1,131,Mercedes,Hamilton,villeneuve,1.0,0.0,1,1.0,79787.91428571429,1:12.692,1:12.496,1:11.459,1.0,3,17.333333333333332,29.833333333333332,4,0,5.0,0.0,0.1,0.0,202.0,7.0,1.0,4.0,2.0,1.0
621,23500.0,975,2017,7,7,822,131,Mercedes,Bottas,villeneuve,2.0,0.0,5,3.0,80070.52857142857,1:12.685,1:12.563,1:12.177,3.0,1,12.5,29.833333333333332,4,0,-18.0,0.2,0.1,0.0,202.0,4.0,17.0,1.0,3.0,6.0
633,23501.0,975,2017,7,7,817,9,Red Bull,Ricciardo,villeneuve,3.0,0.0,8,6.0,80292.15714285715,1:13.543,1:12.810,1:12.557,6.0,0,8.666666666666666,16.166666666666668,0,0,-3.0,1.2,1.3,0.0,202.0,3.0,3.0,17.0,5.0,4.0
600,23502.0,975,2017,7,7,20,6,Ferrari,Vettel,villeneuve,4.0,0.0,2,2.0,80300.87142857142,1:13.046,1:12.749,1:11.789,2.0,3,21.5,32.666666666666664,3,0,3.0,0.4,0.5,0.0,202.0,1.0,2.0,2.0,1.0,2.0
652,23503.0,975,2017,7,7,815,10,Force India,Pérez,villeneuve,5.0,0.0,11,8.0,80366.14285714286,1:13.470,1:13.262,1:13.018,8.0,0,5.666666666666667,8.833333333333334,0,0,14.0,0.2,0.2,0.5,202.0,13.0,4.0,6.0,7.0,9.0
653,23504.0,975,2017,7,7,839,10,Force India,Ocon,villeneuve,6.0,0.0,9,9.0,80369.57142857143,1:13.520,1:13.320,1:13.135,9.0,0,3.1666666666666665,8.833333333333334,0,0,25.0,0.2,0.2,0.5,202.0,12.0,5.0,7.0,10.0,10.0
601,23505.0,975,2017,7,7,8,6,Ferrari,Räikkönen,villeneuve,7.0,0.0,3,4.0,80625.5142857143,1:13.548,1:12.580,1:12.252,4.0,0,11.166666666666666,32.666666666666664,3,0,-18.0,0.6,0.5,0.0,202.0,2.0,20.0,3.0,4.0,5.0
664,23506.0,975,2017,7,7,807,4,Renault,Hülkenberg,villeneuve,8.0,0.0,7,10.0,80650.4,1:13.804,1:13.406,1:13.271,10.0,0,2.3333333333333335,2.3333333333333335,0,0,-10.0,1.2,1.3,0.5,202.0,20.0,6.0,8.0,9.0,12.0
659,23507.0,975,2017,7,7,840,3,Williams,Stroll,villeneuve,9.0,0.0,6,17.0,81079.72463768115,1:14.209,\N,\N,17.0,0,0.0,3.3333333333333335,0,0,-7.0,0.8,0.7,0.5,202.0,15.0,16.0,11.0,17.0,20.0
673,23508.0,975,2017,7,7,154,210,Haas F1 Team,Grosjean,villeneuve,10.0,0.0,15,14.0,81343.89855072464,1:13.780,1:13.839,\N,14.0,0,1.5,2.3333333333333335,0,0,-1.0,0.6,0.8,0.3333333333333333,202.0,8.0,10.0,19.0,8.0,11.0
665,23509.0,975,2017,7,7,835,4,Renault,Palmer,villeneuve,11.0,0.0,12,15.0,81359.46376811594,1:13.990,1:14.293,\N,15.0,0,0.0,2.3333333333333335,0,0,9.0,1.25,1.3,0.6666666666666666,202.0,11.0,15.0,18.0,13.0,13.0
672,23510.0,975,2017,7,7,825,210,Haas F1 Team,Magnussen,villeneuve,12.0,0.0,10,18.0,81365.49275362318,1:14.318,\N,\N,18.0,0,0.8333333333333334,2.3333333333333335,0,0,5.0,1.0,0.8,0.6666666666666666,202.0,10.0,14.0,13.0,19.0,8.0
666,23511.0,975,2017,7,7,828,15,Sauber,Ericsson,villeneuve,13.0,0.0,16,19.0,81622.02898550725,1:14.495,\N,\N,19.0,0,0.0,0.6666666666666666,0,0,9.0,1.2,1.0,0.6666666666666666,202.0,17.0,11.0,15.0,15.0,15.0
668,23512.0,975,2017,7,7,838,1,McLaren,Vandoorne,villeneuve,14.0,0.0,14,16.0,81659.31884057971,1:14.182,\N,\N,16.0,0,0.0,0.0,0,0,3.0,1.2,1.4,0.5,202.0,16.0,18.0,14.0,20.0,18.0
667,23513.0,975,2017,7,7,836,15,Sauber,Wehrlein,villeneuve,15.0,0.0,17,20.0,82329.01470588235,1:14.810,\N,\N,20.0,0,0.6666666666666666,0.6666666666666666,0,0,9.0,0.6666666666666666,1.0,0.6666666666666666,202.0,19.0,8.0,16.0,11.0,10.0
669,23514.0,975,2017,7,7,4,1,McLaren,Alonso,villeneuve,16.0,0.0,4,12.0,81305.30303030302,1:13.669,1:13.693,\N,12.0,0,0.0,0.0,0,0,-14.0,1.4736842105263157,1.4,0.3333333333333333,202.0,12.0,20.0,14.0,16.0,14.0
615,23515.0,975,2017,7,7,826,5,Toro Rosso,Kvyat,villeneuve,17.0,1.0,13,11.0,83973.64814814815,1:13.802,1:13.690,\N,11.0,0,0.6666666666666666,4.833333333333333,0,0,-4.0,1.0666666666666667,1.2,0.6666666666666666,202.0,14.0,9.0,12.0,12.0,17.0
632,23516.0,975,2017,7,7,830,9,Red Bull,Verstappen,villeneuve,18.0,1.0,18,5.0,90710.1,1:13.177,1:12.751,1:12.403,5.0,0,7.5,16.166666666666668,0,0,-12.0,1.4,1.3,0.0,202.0,5.0,19.0,5.0,18.0,3.0
658,23517.0,975,2017,7,7,13,3,Williams,Massa,villeneuve,19.0,1.0,0,7.0,,1:13.435,1:13.012,1:12.858,7.0,0,3.3333333333333335,3.3333333333333335,0,0,-7.0,0.42105263157894735,0.7,0.6666666666666666,202.0,9.0,13.0,9.0,6.0,14.0
614,23518.0,975,2017,7,7,832,5,Toro Rosso,Sainz,villeneuve,20.0,1.0,0,13.0,,1:14.051,1:13.756,\N,13.0,0,4.166666666666667,4.833333333333333,0,0,13.0,1.6,1.2,0.5,202.0,6.0,7.0,10.0,16.0,7.0
723,23519.0,976,2017,8,73,817,9,Red Bull,Ricciardo,baku,1.0,0.0,4,10.0,145795.54901960783,1:42.857,1:42.215,1:43.414,10.0,1,9.571428571428571,16.0,1,0,0.0,1.7999999999999998,1.9500000000000002,0.0,202.0,3.0,3.0,3.0,17.0,5.0
707,23520.0,976,2017,8,73,822,131,Mercedes,Bottas,baku,2.0,0.0,3,2.0,145872.0980392157,1:43.026,1:41.502,1:41.027,2.0,1,13.285714285714286,31.714285714285715,4,0,-17.0,0.30000000000000004,0.15000000000000002,0.0,202.0,2.0,4.0,17.0,1.0,3.0
755,23521.0,976,2017,8,73,840,3,Williams,Stroll,baku,3.0,0.0,5,8.0,145874.1568627451,1:43.613,1:42.284,1:42.753,8.0,0,0.2857142857142857,3.142857142857143,0,0,1.0,1.2000000000000002,1.0499999999999998,0.5714285714285714,202.0,9.0,15.0,16.0,11.0,17.0
680,23522.0,976,2017,8,73,20,6,Ferrari,Vettel,baku,4.0,0.0,1,4.0,145912.72549019608,1:42.952,1:41.911,1:41.841,4.0,3,20.142857142857142,30.571428571428573,3,0,1.0,0.6000000000000001,0.75,0.0,202.0,4.0,1.0,2.0,2.0,1.0
706,23523.0,976,2017,8,73,1,131,Mercedes,Hamilton,baku,5.0,0.0,2,1.0,145916.88235294117,1:41.983,1:41.275,1:40.593,1.0,3,18.428571428571427,31.714285714285715,4,0,5.0,0.0,0.15000000000000002,0.0,202.0,1.0,7.0,1.0,4.0,2.0
749,23524.0,976,2017,8,73,839,10,Force India,Ocon,baku,6.0,0.0,9,7.0,146389.6274509804,1:43.051,1:42.751,1:42.186,7.0,0,3.857142857142857,10.142857142857142,0,0,28.0,0.30000000000000004,0.30000000000000004,0.42857142857142855,202.0,6.0,12.0,5.0,7.0,10.0
770,23525.0,976,2017,8,73,825,210,Haas F1 Team,Magnussen,baku,7.0,0.0,11,12.0,146614.23529411765,1:44.029,1:43.796,\N,13.0,0,0.7142857142857143,2.142857142857143,0,0,11.0,1.5,1.2000000000000002,0.7142857142857143,202.0,12.0,10.0,14.0,13.0,19.0
700,23526.0,976,2017,8,73,832,5,Toro Rosso,Sainz,baku,8.0,0.0,10,15.0,146764.17647058822,1:43.489,1:43.347,\N,12.0,0,3.5714285714285716,4.142857142857143,0,0,6.0,2.4000000000000004,1.7999999999999998,0.42857142857142855,202.0,20.0,6.0,7.0,10.0,16.0
767,23527.0,976,2017,8,73,4,1,McLaren,Alonso,baku,9.0,0.0,6,19.0,146963.21568627452,1:44.334,\N,\N,16.0,0,0.0,0.0,0,0,-18.0,2.2105263157894735,2.0999999999999996,0.2857142857142857,202.0,16.0,12.0,20.0,14.0,16.0
765,23528.0,976,2017,8,73,836,15,Sauber,Wehrlein,baku,10.0,0.0,15,14.0,147542.4705882353,1:44.317,1:44.603,\N,15.0,0,0.5714285714285714,0.5714285714285714,0,0,14.0,1.0,1.5,0.8571428571428571,202.0,15.0,19.0,8.0,16.0,11.0
764,23529.0,976,2017,8,73,828,15,Sauber,Ericsson,baku,11.0,0.0,16,17.0,147595.431372549,1:44.795,\N,\N,18.0,0,0.0,0.5714285714285714,0,0,15.0,1.7999999999999998,1.5,0.7142857142857143,202.0,13.0,17.0,11.0,15.0,15.0
766,23530.0,976,2017,8,73,838,1,McLaren,Vandoorne,baku,12.0,0.0,13,18.0,147602.60784313726,1:45.030,\N,\N,19.0,0,0.0,0.0,0,0,5.0,1.7999999999999998,2.0999999999999996,0.5714285714285714,202.0,14.0,16.0,18.0,14.0,20.0
771,23531.0,976,2017,8,73,154,210,Haas F1 Team,Grosjean,baku,13.0,0.0,14,16.0,149046.98,1:44.468,\N,\N,17.0,0,1.4285714285714286,2.142857142857143,0,0,3.0,0.8999999999999999,1.2000000000000002,0.42857142857142855,202.0,10.0,8.0,10.0,19.0,8.0
681,23532.0,976,2017,8,73,8,6,Ferrari,Räikkönen,baku,14.0,0.0,7,3.0,153760.3260869565,1:42.678,1:42.090,1:41.693,3.0,0,10.428571428571429,30.571428571428573,3,0,-21.0,0.8999999999999999,0.75,0.0,202.0,7.0,2.0,20.0,3.0,4.0
748,23533.0,976,2017,8,73,815,10,Force India,Pérez,baku,15.0,1.0,8,6.0,162209.64102564103,1:43.162,1:42.467,1:42.111,6.0,0,6.285714285714286,10.142857142857142,0,0,17.0,0.30000000000000004,0.30000000000000004,0.42857142857142855,202.0,5.0,13.0,4.0,6.0,7.0
754,23534.0,976,2017,8,73,13,3,Williams,Massa,baku,16.0,1.0,17,9.0,188396.52,1:43.165,1:42.735,1:42.798,9.0,0,2.857142857142857,3.142857142857143,0,0,-19.0,0.631578947368421,1.0499999999999998,0.5714285714285714,202.0,19.0,9.0,13.0,9.0,6.0
762,23535.0,976,2017,8,73,807,4,Renault,Hülkenberg,baku,17.0,1.0,19,13.0,190867.5,1:43.930,1:44.267,\N,14.0,0,2.5714285714285716,2.5714285714285716,0,0,-8.0,1.7999999999999998,1.9500000000000002,0.42857142857142855,202.0,8.0,20.0,6.0,8.0,9.0
722,23536.0,976,2017,8,73,830,9,Red Bull,Verstappen,baku,18.0,1.0,12,5.0,111408.5,1:42.544,1:41.961,1:41.879,5.0,0,6.428571428571429,16.0,1,0,-25.0,2.0999999999999996,1.9500000000000002,0.0,202.0,18.0,5.0,19.0,5.0,18.0
701,23537.0,976,2017,8,73,826,5,Toro Rosso,Kvyat,baku,19.0,1.0,18,11.0,110943.33333333333,1:42.927,1:43.186,\N,11.0,0,0.5714285714285714,4.142857142857143,0,0,-10.0,1.6,1.7999999999999998,0.5714285714285714,202.0,17.0,14.0,9.0,12.0,12.0
763,23538.0,976,2017,8,73,835,4,Renault,Palmer,baku,20.0,1.0,20,20.0,123566.71428571429,,,,20.0,0,0.0,2.5714285714285716,0,0,13.0,1.875,1.9500000000000002,0.7142857142857143,202.0,11.0,11.0,15.0,18.0,13.0
825,23542.0,977,2017,9,70,822,131,Mercedes,Bottas,red_bull_ring,1.0,0.0,5,1.0,69134.12676056338,1:05.760,1:04.316,1:04.251,1.0,2,13.875,31.25,5,0,-17.0,0.2,0.1,0.0,225.0,2.0,2.0,4.0,17.0,1.0
780,23543.0,977,2017,9,70,20,6,Ferrari,Vettel,red_bull_ring,2.0,0.0,4,2.0,69143.39436619719,1:05.585,1:04.772,1:04.293,2.0,3,19.125,28.25,3,0,1.0,0.4,0.5,0.0,225.0,4.0,4.0,1.0,2.0,2.0
853,23544.0,977,2017,9,70,817,9,Red Bull,Ricciardo,red_bull_ring,3.0,0.0,2,4.0,69218.80281690141,1:05.854,1:05.161,1:04.896,5.0,1,11.5,17.125,1,0,9.0,1.2,1.3,0.0,225.0,1.0,3.0,3.0,3.0,17.0
824,23545.0,977,2017,9,70,1,131,Mercedes,Hamilton,red_bull_ring,4.0,0.0,1,8.0,69238.77464788733,1:05.064,1:04.800,1:04.424,3.0,3,17.375,31.25,5,0,1.0,0.0,0.1,0.0,225.0,5.0,1.0,7.0,1.0,4.0
781,23546.0,977,2017,9,70,8,6,Ferrari,Räikkönen,red_bull_ring,5.0,0.0,3,3.0,69421.02816901408,1:05.148,1:05.004,1:04.779,4.0,0,9.125,28.25,3,0,-32.0,0.6,0.5,0.0,225.0,14.0,7.0,2.0,20.0,3.0
925,23547.0,977,2017,9,70,154,210,Haas F1 Team,Grosjean,red_bull_ring,6.0,0.0,10,6.0,70164.54929577465,1:05.902,1:05.319,1:05.480,7.0,0,1.25,2.625,0,0,6.0,0.6,0.8,0.5,225.0,13.0,10.0,8.0,10.0,19.0
896,23548.0,977,2017,9,70,815,10,Force India,Pérez,red_bull_ring,7.0,0.0,9,7.0,70245.35714285714,1:05.975,1:05.435,1:05.605,8.0,0,5.5,9.875,0,0,8.0,0.2,0.2,0.375,225.0,15.0,5.0,13.0,4.0,6.0
897,23549.0,977,2017,9,70,839,10,Force India,Ocon,red_bull_ring,8.0,0.0,12,9.0,70351.27142857143,1:06.033,1:05.550,1:05.674,9.0,0,4.375,9.875,0,0,29.0,0.2,0.2,0.375,225.0,6.0,6.0,12.0,5.0,7.0
906,23550.0,977,2017,9,70,13,3,Williams,Massa,red_bull_ring,9.0,0.0,7,17.0,70364.62857142858,1:06.534,\N,\N,17.0,0,2.5,4.625,0,0,-26.0,0.42105263157894735,0.7,0.5,225.0,16.0,19.0,9.0,13.0,9.0
907,23551.0,977,2017,9,70,840,3,Williams,Stroll,red_bull_ring,10.0,0.0,13,18.0,70622.1,1:06.608,\N,\N,18.0,0,2.125,4.625,0,0,6.0,0.8,0.7,0.5,225.0,3.0,9.0,15.0,16.0,11.0
917,23552.0,977,2017,9,70,835,4,Renault,Palmer,red_bull_ring,11.0,0.0,11,16.0,70629.88571428572,1:06.345,\N,\N,16.0,0,0.0,2.25,0,0,13.0,1.25,1.3,0.625,225.0,20.0,11.0,11.0,15.0,18.0
920,23553.0,977,2017,9,70,838,1,McLaren,Vandoorne,red_bull_ring,12.0,0.0,8,13.0,70849.14285714286,1:06.316,1:05.741,\N,13.0,0,0.0,0.25,0,0,11.0,1.2,1.4,0.5,225.0,12.0,14.0,16.0,18.0,14.0
916,23554.0,977,2017,9,70,807,4,Renault,Hülkenberg,red_bull_ring,13.0,0.0,14,11.0,70998.11428571428,1:06.174,1:05.597,\N,11.0,0,2.25,2.25,0,0,-12.0,1.2,1.3,0.375,225.0,17.0,8.0,20.0,6.0,8.0
919,23555.0,977,2017,9,70,836,15,Sauber,Wehrlein,red_bull_ring,14.0,0.0,16,20.0,71070.15714285715,1:07.011,\N,\N,20.0,0,0.625,0.625,0,0,18.0,0.6666666666666666,1.0,0.75,225.0,10.0,15.0,19.0,8.0,16.0
918,23556.0,977,2017,9,70,828,15,Sauber,Ericsson,red_bull_ring,15.0,0.0,17,19.0,71427.55072463768,1:06.857,\N,\N,19.0,0,0.0,0.625,0,0,21.0,1.2,1.0,0.625,225.0,11.0,13.0,17.0,11.0,15.0
815,23557.0,977,2017,9,70,826,5,Toro Rosso,Kvyat,red_bull_ring,16.0,0.0,6,14.0,72388.9705882353,1:05.990,1:05.884,\N,14.0,0,0.5,4.125,0,0,-18.0,1.0666666666666667,1.2,0.5,225.0,19.0,17.0,14.0,9.0,12.0
814,23558.0,977,2017,9,70,832,5,Toro Rosso,Sainz,red_bull_ring,17.0,1.0,15,10.0,71927.97727272728,1:05.675,1:05.544,1:05.726,10.0,0,3.625,4.125,0,0,13.0,1.6,1.2,0.375,225.0,8.0,20.0,6.0,7.0,10.0
924,23559.0,977,2017,9,70,825,210,Haas F1 Team,Magnussen,red_bull_ring,18.0,1.0,18,15.0,72147.31034482758,1:06.143,\N,\N,15.0,0,1.375,2.625,0,0,16.0,1.0,0.8,0.625,225.0,7.0,12.0,10.0,14.0,13.0
921,23560.0,977,2017,9,70,4,1,McLaren,Alonso,red_bull_ring,19.0,1.0,0,12.0,96711.0,1:06.158,1:05.602,\N,12.0,0,0.25,0.25,0,0,-8.0,1.4736842105263157,1.4,0.25,225.0,9.0,16.0,12.0,20.0,14.0
852,23561.0,977,2017,9,70,830,9,Red Bull,Verstappen,red_bull_ring,20.0,1.0,0,5.0,,1:05.779,1:04.948,1:04.983,6.0,0,5.625,17.125,1,0,-38.0,1.4,1.3,0.0,225.0,18.0,18.0,5.0,19.0,5.0
978,23562.0,978,2017,10,9,1,131,Mercedes,Hamilton,silverstone,1.0,0.0,1,1.0,95831.96078431372,1:39.069,1:27.893,1:26.600,1.0,4,16.77777777777778,31.88888888888889,6,0,5.0,0.0,0.07500000000000001,0.0,225.0,4.0,5.0,1.0,7.0,1.0
979,23563.0,978,2017,10,9,822,131,Mercedes,Bottas,silverstone,2.0,0.0,3,9.0,96107.70588235294,1:39.698,1:28.732,1:27.376,4.0,2,15.11111111111111,31.88888888888889,6,0,-17.0,0.15000000000000002,0.07500000000000001,0.0,225.0,1.0,2.0,2.0,4.0,17.0
941,23564.0,978,2017,10,9,8,6,Ferrari,Räikkönen,silverstone,3.0,0.0,4,2.0,96549.01960784313,1:40.455,1:28.992,1:27.147,2.0,0,9.222222222222221,28.22222222222222,3,0,-34.0,0.44999999999999996,0.375,0.0,225.0,5.0,14.0,7.0,2.0,20.0
1002,23565.0,978,2017,10,9,830,9,Red Bull,Verstappen,silverstone,4.0,0.0,2,4.0,96854.01960784313,1:38.912,1:29.431,1:28.130,5.0,0,5.0,16.88888888888889,1,0,-53.0,1.0499999999999998,0.9750000000000001,0.0,225.0,20.0,18.0,18.0,5.0,19.0
1003,23566.0,978,2017,10,9,817,9,Red Bull,Ricciardo,silverstone,5.0,0.0,6,19.0,97125.19607843137,1:42.966,\N,\N,20.0,1,11.88888888888889,16.88888888888889,1,0,10.0,0.8999999999999999,0.9750000000000001,0.0,225.0,3.0,1.0,3.0,3.0,3.0
1058,23567.0,978,2017,10,9,807,4,Renault,Hülkenberg,silverstone,6.0,0.0,8,5.0,97167.43137254902,1:39.201,1:29.340,1:28.856,6.0,0,2.0,2.0,0,0,-14.0,0.8999999999999999,0.9750000000000001,0.4444444444444444,225.0,13.0,17.0,8.0,20.0,6.0
940,23568.0,978,2017,10,9,20,6,Ferrari,Vettel,silverstone,7.0,0.0,5,3.0,97674.88235294117,1:39.962,1:28.978,1:27.356,3.0,3,19.0,28.22222222222222,3,0,1.0,0.30000000000000004,0.375,0.0,225.0,2.0,4.0,4.0,1.0,2.0
1041,23569.0,978,2017,10,9,839,10,Force India,Ocon,silverstone,8.0,0.0,15,7.0,97798.4,1:39.738,1:29.701,1:29.074,8.0,0,4.333333333333333,9.88888888888889,0,0,30.0,0.15000000000000002,0.15000000000000002,0.4444444444444444,225.0,8.0,6.0,6.0,12.0,5.0
1040,23570.0,978,2017,10,9,815,10,Force India,Pérez,silverstone,9.0,0.0,14,6.0,97838.44,1:42.009,1:29.824,1:28.902,7.0,0,5.555555555555555,9.88888888888889,0,0,8.0,0.15000000000000002,0.15000000000000002,0.4444444444444444,225.0,7.0,15.0,5.0,13.0,4.0
1046,23571.0,978,2017,10,9,13,3,Williams,Massa,silverstone,10.0,0.0,16,14.0,97854.58,1:41.874,1:31.482,\N,15.0,0,2.4444444444444446,4.444444444444445,0,0,-18.0,0.3157894736842105,0.5249999999999999,0.5555555555555556,225.0,9.0,16.0,19.0,9.0,13.0
1062,23572.0,978,2017,10,9,838,1,McLaren,Vandoorne,silverstone,11.0,0.0,13,8.0,97933.18,1:40.011,1:30.105,1:29.418,9.0,0,0.0,0.2222222222222222,0,0,12.0,0.8999999999999999,1.0499999999999998,0.5555555555555556,225.0,12.0,12.0,14.0,16.0,18.0
1066,23573.0,978,2017,10,9,825,210,Haas F1 Team,Magnussen,silverstone,12.0,0.0,9,16.0,98059.18,1:42.577,\N,\N,17.0,0,1.2222222222222223,3.2222222222222223,0,0,13.0,0.75,0.6000000000000001,0.5555555555555556,225.0,18.0,7.0,12.0,10.0,14.0
1067,23574.0,978,2017,10,9,154,210,Haas F1 Team,Grosjean,silverstone,13.0,0.0,7,10.0,98345.24,1:42.042,1:29.966,1:29.549,10.0,0,2.0,3.2222222222222223,0,0,6.0,0.44999999999999996,0.6000000000000001,0.4444444444444444,225.0,6.0,13.0,10.0,8.0,10.0
